YEAR,MONTH,TAX REV IMPORT DUTY,TAX REV EXCISE DUTY,TAX REV INCOME TAX,TAX REV VAT,OTHER TAX INCOME,TOTAL TAX REVENUE,NON TAX REVENUE,TOTAL REVENUE,PROGRAMME GRANTS,PROJECT GRANTS,TOTAL GRANTS,RECURRENT EXPENDITURE DOMESTIC INTEREST,RECURRENT EXPENDITURE FOREIGN IMTEREST,RECURRENT EXPENDITURE WAGES & SALARIES,RECURRENT EXPENDITURE PENSIONS,RECURRENT EXPENDITURE OTHER,TOTAL RECURRENT EXPENDITURE,COUNTY TRANSFER,DEVELOPMENT EXPENDITURE ,TOTAL EXPENDITURE,,
2012,6,"51,712,000,000","78,884,000,000","312,463,000,000","183,386,000,000",0,"626,445,000,000","64,287,000,000","690,732,000,000",0,"12,966,000,000","12,966,000,000","82,339,000,000","8,880,000,000","218,833,000,000","26,152,000,000","302,865,000,000","639,069,000,000",0,"276,819,000,000","915,888,000,000",,
2012,7,"3,973,990,000","5,625,320,000","17,973,380,000","12,822,100,000",0,"40,394,790,000","2,794,570,000","43,189,360,000",0,"10,170,600","10,170,600","6,815,190,000","698,152,612","21,783,330,000","2,050,000,000","8,796,960,000","40,143,640,000",0,"9,888,600,000","50,032,240,000",,
2012,8,"8,932,890,000","11,459,200,000","41,990,510,000","27,186,400,000",0,"89,569,000,000","7,774,300,000","97,343,300,000",0,"519,526,467","519,526,467","18,183,870,000","1,686,450,000","43,566,670,000","3,500,000,000","40,927,120,000","107,864,110,000",0,"38,321,030,000","146,185,130,000",,
2012,9,"13,137,730,000","18,301,340,000","78,106,650,000","41,515,820,000",0,"151,061,540,000","10,942,470,000","162,004,010,000",0,"1,292,510,000","1,292,510,000","25,209,180,000","2,922,520,000","65,350,000,000","6,350,000,000","68,240,630,000","168,072,330,000",0,"64,219,810,000","232,292,140,000",,
2012,10,"18,528,020,000","26,307,610,000","103,100,530,000","53,056,310,000",0,"200,992,470,000","15,278,160,000","216,270,630,000",0,"2,953,080,000","2,953,080,000","36,129,280,000","3,683,090,000","86,478,250,000","6,850,000,000","94,623,970,000","227,764,580,000",0,"80,694,520,000","308,459,110,000",,
2012,11,"23,488,840,000","33,208,910,000","126,569,480,000","72,555,990,000",0,"255,823,230,000","25,136,180,000","280,959,410,000",0,"4,370,760,000","4,370,760,000","45,835,690,000","4,462,050,000","108,916,670,000","10,300,000,000","133,614,540,000","303,128,950,000",0,"99,937,950,000","403,066,900,000",,
2012,12,"28,212,630,000","40,532,060,000","168,398,390,000","87,565,620,000",0,"324,708,700,000","34,374,590,000","359,083,290,000",0,"6,282,510,000","6,282,510,000","53,622,580,000","5,528,770,000","131,149,180,000","12,300,000,000","182,881,040,000","385,481,570,000",0,"120,930,060,000","506,411,630,000",,
2013,1,"33,537,280,000","49,387,030,000","192,826,920,000","105,042,060,000",0,"380,793,290,000","38,783,110,000","419,576,400,000",0,"7,917,790,000","7,917,790,000","59,307,550,000","6,834,880,000","153,007,380,000","14,130,000,000","205,106,730,000","438,386,540,000",0,"151,162,160,000","589,548,700,000",,
2013,2,"37,906,340,000","56,523,110,000","214,700,730,000","119,699,630,000",0,"428,829,820,000","44,456,410,000","473,286,230,000",0,"8,543,240,000","8,543,240,000","71,512,070,000","7,427,720,000","174,266,670,000","16,930,000,000","230,903,540,000","501,040,000,000",0,"159,151,430,000","660,191,430,000",,
2013,3,"42,458,740,000","63,087,890,000","243,592,050,000","134,455,450,000",0,"483,594,140,000","47,998,120,000","531,592,250,000",0,"12,119,610,000","12,119,610,000","78,929,140,000","8,732,270,000","202,225,070,000","19,930,000,000","266,599,300,000","576,415,780,000",0,"197,661,200,000","774,076,980,000",,
2013,4,"47,144,940,000","69,984,260,000","290,336,190,000","189,157,570,000",0,"596,622,960,000","62,376,340,000","658,999,300,000",0,"13,607,500,000","13,607,500,000","87,699,140,000","9,485,340,000","217,833,330,000","20,180,000,000","324,804,240,000","660,002,050,000",0,"218,169,510,000","878,171,560,000",,
2013,5,"52,379,920,000","77,495,660,000","326,852,670,000","168,795,330,000",0,"625,523,580,000","69,522,810,000","695,046,390,000",0,"17,146,130,000","17,146,130,000","101,275,290,000","10,299,860,000","247,163,970,000","22,030,000,000","356,700,550,000","737,469,670,000",0,"248,051,610,000","985,521,280,000",,
2013,6,"61,484,240,000","91,810,070,000","370,600,000,000","216,000,000,000",0,"739,894,320,000","82,772,640,000","822,666,960,000",0,"76,373,330,000","76,373,330,000","94,513,540,000","11,335,230,000","292,239,000,000","41,011,830,000","380,551,340,000","819,650,940,000",0,"443,721,010,000","1,263,371,950,000",,
2013,7,"6,700,690,000","7,947,210,000","25,208,810,000","15,256,690,000",0,"55,113,410,000","3,464,010,000","58,577,410,000",0,"17,000,000","17,000,000","3,315,200,000","504,294,093","22,788,150,000","1,800,000,000","21,343,470,000","49,751,120,000",0,"175,346,881","49,926,470,000",,
2013,8,"16,071,300,000","18,250,440,000","52,563,230,000","34,215,070,000",0,"121,100,040,000","7,022,230,000","128,122,270,000",0,"298,974,421","298,974,421","14,654,600,000","809,357,871","45,388,380,000","4,050,000,000","56,410,420,000","121,312,750,000","16,440,590,000","7,281,190,000","145,034,540,000",,
2013,9,"23,325,500,000","29,001,860,000","98,914,410,000","51,548,700,000",0,"202,790,470,000","10,776,540,000","213,567,010,000",0,"1,623,960,000","1,623,960,000","28,377,450,000","2,913,050,000","67,292,280,000","6,050,000,000","88,786,620,000","193,419,390,000","32,881,180,000","38,125,320,000","264,425,900,000",,
2013,10,"31,774,580,000","31,870,540,000","131,457,090,000","71,973,500,000",0,"267,075,710,000","21,600,400,000","288,676,110,000",0,"4,636,050,000","4,636,050,000","40,650,430,000","3,480,510,000","90,376,750,000","8,900,000,000","116,934,150,000","260,341,840,000","32,881,180,000","59,077,770,000","352,300,800,000",,
2013,11,"39,722,000,000","40,835,650,000","159,185,370,000","91,186,850,000",0,"330,929,880,000","33,160,390,000","364,090,260,000",0,"7,891,420,000","7,891,420,000","50,945,130,000","4,016,000,000","113,720,940,000","11,460,000,000","139,857,100,000","319,999,170,000","52,223,060,000","86,160,450,000","458,382,670,000",,
2013,12,"47,493,000,000","48,050,390,000","210,699,120,000","110,723,240,000",0,"416,965,750,000","43,636,600,000","460,602,350,000",0,"8,368,610,000","8,368,610,000","60,096,260,000","5,019,900,000","138,165,130,000","13,810,000,000","162,330,280,000","379,421,570,000","66,542,320,000","110,801,040,000","556,764,930,000",,
2014,1,"55,873,030,000","57,044,760,000","239,412,090,000","132,020,400,000",0,"484,350,280,000","54,450,580,000","538,800,860,000",0,"9,298,660,000","9,298,660,000","64,918,710,000","5,688,910,000","173,395,170,000","16,010,000,000","196,048,640,000","456,061,430,000","88,972,610,000","124,805,580,000","669,839,620,000",,
2014,2,"62,547,680,000","64,686,190,000","264,210,530,000","149,385,250,000",0,"540,829,640,000","46,275,510,000","587,105,150,000",0,"11,580,080,000","11,580,080,000","75,748,550,000","6,040,250,000","196,831,470,000","18,310,000,000","198,953,810,000","495,884,080,000","91,207,950,000","158,805,860,000","745,897,890,000",,
2014,3,"69,518,490,000","72,451,770,000","298,241,620,000","168,100,460,000",0,"608,312,340,000","73,264,430,000","681,576,770,000",0,"12,723,300,000","12,723,300,000","82,561,900,000","8,192,830,000","221,249,690,000","20,310,000,000","213,130,470,000","545,444,890,000","110,115,240,000","172,084,740,000","827,644,870,000",,
2014,4,"76,877,990,000","81,085,610,000","351,630,350,000","188,091,810,000",0,"697,685,760,000","81,327,680,000","779,013,440,000",0,"16,734,500,000","16,734,500,000","89,273,470,000","8,759,890,000","246,032,990,000","22,660,000,000","239,446,780,000","606,173,120,000","124,810,420,000","209,478,720,000","940,462,260,000",,
2014,5,"84,511,670,000","90,419,750,000","389,249,190,000","210,202,430,000",0,"774,383,040,000","85,776,820,000","860,159,860,000",0,"20,605,400,000","20,605,400,000","108,703,690,000","9,479,740,000","270,836,280,000","24,910,000,000","267,877,260,000","681,806,980,000","159,907,700,000","237,985,210,000","1,079,699,880,000",,
2014,6,"67,554,640,000","102,029,100,000","449,590,070,000","232,630,320,000",0,"851,804,130,000","117,358,030,000","969,162,150,000",0,"25,272,960,000","25,272,960,000","119,193,050,000","14,934,320,000","288,471,470,000","31,210,000,000","342,684,210,000","796,493,040,000","193,389,860,000","291,279,920,000","1,281,162,820,000",,
2014,7,"4,564,120,000","7,614,580,000","31,331,130,000","17,885,280,000",0,"61,395,110,000","28,335,100,000","89,730,220,000",0,"527,230,000","527,230,000","4,509,050,000","462,676,436","25,000,000,000","1,800,000,000","15,358,760,000","47,130,480,000",0,"2,459,600,000","49,590,080,000",,
2014,8,"10,180,300,000","14,893,930,000","62,134,530,000","37,505,220,000",0,"124,713,980,000","42,866,190,000","167,580,170,000",0,"581,802,000","581,802,000","18,657,000,000","1,051,220,000","50,010,000,000","3,945,980,000","55,456,430,000","129,120,640,000",0,"11,949,150,000","141,069,790,000",,
2014,9,"16,632,950,000","24,672,980,000","116,250,030,000","58,708,190,000",0,"216,264,150,000","45,236,810,000","261,500,960,000",0,"3,377,150,000","3,377,150,000","34,672,730,000","3,848,460,000","75,030,000,000","6,915,980,000","98,484,710,000","218,951,880,000","9,064,020,000","33,099,670,000","261,115,560,000",,
2014,10,"22,465,820,000","37,500,360,000","150,355,810,000","80,398,180,000",0,"290,720,160,000","61,552,460,000","352,272,630,000",0,"6,010,810,000","6,010,810,000","39,569,100,000","4,179,790,000","91,492,450,000","9,735,980,000","104,572,590,000","249,549,910,000","50,721,920,000","73,235,790,000","373,507,610,000",,
2014,11,"28,171,970,000","47,378,450,000","180,321,150,000","101,526,790,000",0,"357,398,360,000","58,731,830,000","416,130,190,000",0,"6,664,250,000","6,664,250,000","51,230,690,000","5,164,950,000","114,365,560,000","12,495,980,000","119,190,900,000","302,448,070,000","69,908,340,000","117,740,190,000","490,096,600,000",,
2014,12,"35,091,520,000","56,506,120,000","239,201,930,000","122,887,720,000",0,"453,687,290,000","83,078,310,000","536,765,600,000",0,"7,826,840,000","7,826,840,000","56,110,240,000","11,375,150,000","150,000,000,000","15,995,980,000","150,371,380,000","383,852,750,000","83,616,280,000","146,495,560,000","613,964,590,000",,
2015,1,"41,881,560,000","66,833,180,000","272,458,240,000","147,619,960,000","29,417,870,000","558,210,800,000","52,845,540,000","611,056,340,000",0,"11,204,860,000","11,204,860,000","61,630,830,000","12,806,620,000","165,150,910,000","19,246,980,000","200,895,080,000","459,730,430,000","108,244,080,000","196,861,210,000","764,835,720,000",,
2015,2,"47,363,610,000","74,536,930,000","303,065,920,000","166,771,330,000","35,951,140,000","627,688,930,000","65,098,740,000","692,787,670,000",0,"15,158,170,000","15,158,170,000","72,382,340,000","18,914,550,000","188,743,900,000","20,446,980,000","235,488,120,000","535,975,880,000","115,321,810,000","212,885,930,000","864,183,630,000",,
2015,3,"53,241,660,000","83,762,290,000","342,207,380,000","187,640,070,000","32,219,030,000","699,070,440,000","65,496,890,000","764,567,340,000",0,"19,123,610,000","19,123,610,000","85,699,500,000","21,303,290,000","225,000,000,000","25,946,980,000","261,707,440,000","619,657,210,000","138,064,920,000","375,413,070,000","1,133,135,190,000",,
2015,4,"59,201,650,000","94,354,320,000","398,095,050,000","210,855,390,000","39,628,180,000","802,134,590,000","76,263,710,000","878,398,290,000",0,"23,419,630,000","23,419,630,000","97,735,570,000","21,303,290,000","250,000,000,000","30,046,980,000","293,817,100,000","692,902,940,000","172,338,060,000","399,083,810,000","1,264,324,810,000",,
2015,5,"65,320,780,000","104,866,070,000","442,489,540,000","233,154,990,000","35,200,430,000","881,031,810,000","77,734,030,000","958,765,840,000",0,"23,531,130,000","23,531,130,000","109,786,100,000","21,309,010,000","232,817,940,000","33,081,980,000","350,025,360,000","747,020,390,000","180,538,260,000","420,084,150,000","1,347,642,800,000",,
2015,6,"74,047,720,000","115,871,720,000","508,580,900,000","259,685,200,000","39,039,890,000","997,225,430,000","85,936,470,000","1,083,161,900,000",0,"27,383,850,000","27,383,850,000","139,727,920,000","29,289,050,000","297,978,480,000","38,231,980,000","359,020,530,000","864,247,960,000","229,336,240,000","511,822,120,000","1,605,406,320,000",,
2015,7,"5,853,470,000","9,415,750,000","36,489,510,000","21,897,560,000","3,464,090,000","77,120,380,000","4,087,260,000","81,207,630,000",0,"61,002,608","61,002,608","6,722,040,000","1,973,010,000","27,793,890,000","200,000,000","15,138,250,000","51,827,190,000",0,"5,155,940,000","56,983,120,000",,
2015,8,"12,675,890,000","19,812,260,000","69,280,200,000","44,333,760,000","7,318,480,000","153,420,590,000","8,770,250,000","162,190,830,000",0,"2,975,940,000","2,975,940,000","19,393,260,000","2,454,200,000","55,587,780,000","3,100,000,000","16,553,280,000","97,088,520,000","11,834,570,000","29,772,570,000","138,695,660,000",,
